Current time: 0
Clientii ce asteapta: 
Task{id=38, arrivalTime=10, serviceTime=5}
Task{id=844, arrivalTime=77, serviceTime=8}
Task{id=96, arrivalTime=78, serviceTime=3}
Task{id=123, arrivalTime=78, serviceTime=4}
Task{id=145, arrivalTime=78, serviceTime=6}
Task{id=157, arrivalTime=78, serviceTime=6}
Task{id=424, arrivalTime=78, serviceTime=6}
Task{id=660, arrivalTime=78, serviceTime=5}
Task{id=891, arrivalTime=78, serviceTime=7}
Task{id=918, arrivalTime=78, serviceTime=4}
Task{id=978, arrivalTime=78, serviceTime=4}
Task{id=76, arrivalTime=79, serviceTime=3}
Task{id=206, arrivalTime=79, serviceTime=5}
Task{id=308, arrivalTime=79, serviceTime=3}
Task{id=339, arrivalTime=79, serviceTime=8}
Task{id=342, arrivalTime=79, serviceTime=5}
Task{id=471, arrivalTime=79, serviceTime=4}
Task{id=520, arrivalTime=79, serviceTime=3}
Task{id=583, arrivalTime=79, serviceTime=4}
Task{id=675, arrivalTime=79, serviceTime=3}
Task{id=702, arrivalTime=79, serviceTime=4}
Task{id=803, arrivalTime=79, serviceTime=4}
Task{id=957, arrivalTime=79, serviceTime=4}
Task{id=983, arrivalTime=79, serviceTime=3}
Task{id=91, arrivalTime=80, serviceTime=3}
Task{id=189, arrivalTime=80, serviceTime=4}
Task{id=264, arrivalTime=80, serviceTime=7}
Task{id=326, arrivalTime=80, serviceTime=8}
Task{id=360, arrivalTime=80, serviceTime=5}
Task{id=493, arrivalTime=80, serviceTime=4}
Task{id=495, arrivalTime=80, serviceTime=5}
Task{id=509, arrivalTime=80, serviceTime=6}
Task{id=547, arrivalTime=80, serviceTime=8}
Task{id=588, arrivalTime=80, serviceTime=5}
Task{id=623, arrivalTime=80, serviceTime=3}
Task{id=707, arrivalTime=80, serviceTime=7}
Task{id=728, arrivalTime=80, serviceTime=7}
Task{id=900, arrivalTime=80, serviceTime=7}
Task{id=930, arrivalTime=80, serviceTime=6}
Task{id=959, arrivalTime=80, serviceTime=3}
Task{id=69, arrivalTime=81, serviceTime=7}
Task{id=224, arrivalTime=81, serviceTime=4}
Task{id=368, arrivalTime=81, serviceTime=6}
Task{id=450, arrivalTime=81, serviceTime=6}
Task{id=510, arrivalTime=81, serviceTime=3}
Task{id=557, arrivalTime=81, serviceTime=3}
Task{id=640, arrivalTime=81, serviceTime=7}
Task{id=663, arrivalTime=81, serviceTime=7}
Task{id=754, arrivalTime=81, serviceTime=3}
Task{id=140, arrivalTime=82, serviceTime=4}
Task{id=365, arrivalTime=82, serviceTime=4}
Task{id=630, arrivalTime=82, serviceTime=5}
Task{id=806, arrivalTime=82, serviceTime=3}
Task{id=77, arrivalTime=83, serviceTime=3}
Task{id=161, arrivalTime=83, serviceTime=3}
Task{id=167, arrivalTime=83, serviceTime=5}
Task{id=287, arrivalTime=83, serviceTime=3}
Task{id=421, arrivalTime=83, serviceTime=4}
Task{id=432, arrivalTime=83, serviceTime=5}
Task{id=615, arrivalTime=83, serviceTime=4}
Task{id=696, arrivalTime=83, serviceTime=5}
Task{id=712, arrivalTime=83, serviceTime=3}
Task{id=72, arrivalTime=84, serviceTime=8}
Task{id=110, arrivalTime=84, serviceTime=7}
Task{id=158, arrivalTime=84, serviceTime=8}
Task{id=466, arrivalTime=84, serviceTime=4}
Task{id=749, arrivalTime=84, serviceTime=6}
Task{id=988, arrivalTime=84, serviceTime=6}
Task{id=245, arrivalTime=85, serviceTime=5}
Task{id=580, arrivalTime=85, serviceTime=3}
Task{id=590, arrivalTime=85, serviceTime=3}
Task{id=741, arrivalTime=85, serviceTime=4}
Task{id=186, arrivalTime=86, serviceTime=7}
Task{id=212, arrivalTime=86, serviceTime=3}
Task{id=229, arrivalTime=86, serviceTime=7}
Task{id=380, arrivalTime=86, serviceTime=5}
Task{id=396, arrivalTime=86, serviceTime=4}
Task{id=566, arrivalTime=86, serviceTime=6}
Task{id=787, arrivalTime=86, serviceTime=8}
Task{id=853, arrivalTime=86, serviceTime=5}
Task{id=858, arrivalTime=86, serviceTime=4}
Task{id=888, arrivalTime=86, serviceTime=5}
Task{id=22, arrivalTime=87, serviceTime=5}
Task{id=89, arrivalTime=87, serviceTime=3}
Task{id=119, arrivalTime=87, serviceTime=3}
Task{id=193, arrivalTime=87, serviceTime=5}
Task{id=205, arrivalTime=87, serviceTime=3}
Task{id=267, arrivalTime=87, serviceTime=4}
Task{id=389, arrivalTime=87, serviceTime=8}
Task{id=551, arrivalTime=87, serviceTime=4}
Task{id=587, arrivalTime=87, serviceTime=8}
Task{id=714, arrivalTime=87, serviceTime=8}
Task{id=736, arrivalTime=87, serviceTime=4}
Task{id=848, arrivalTime=87, serviceTime=5}
Task{id=0, arrivalTime=88, serviceTime=4}
Task{id=59, arrivalTime=88, serviceTime=3}
Task{id=315, arrivalTime=88, serviceTime=3}
Task{id=418, arrivalTime=88, serviceTime=5}
Task{id=439, arrivalTime=88, serviceTime=3}
Task{id=459, arrivalTime=88, serviceTime=6}
Task{id=469, arrivalTime=88, serviceTime=7}
Task{id=532, arrivalTime=88, serviceTime=3}
Task{id=538, arrivalTime=88, serviceTime=4}
Task{id=631, arrivalTime=88, serviceTime=3}
Task{id=776, arrivalTime=88, serviceTime=8}
Task{id=795, arrivalTime=88, serviceTime=8}
Task{id=814, arrivalTime=88, serviceTime=5}
Task{id=868, arrivalTime=88, serviceTime=5}
Task{id=938, arrivalTime=88, serviceTime=4}
Task{id=100, arrivalTime=89, serviceTime=3}
Task{id=163, arrivalTime=89, serviceTime=4}
Task{id=764, arrivalTime=89, serviceTime=7}
Task{id=835, arrivalTime=89, serviceTime=5}
Task{id=839, arrivalTime=89, serviceTime=3}
Task{id=885, arrivalTime=89, serviceTime=5}
Task{id=7, arrivalTime=90, serviceTime=7}
Task{id=14, arrivalTime=90, serviceTime=3}
Task{id=196, arrivalTime=90, serviceTime=8}
Task{id=338, arrivalTime=90, serviceTime=6}
Task{id=437, arrivalTime=90, serviceTime=4}
Task{id=573, arrivalTime=90, serviceTime=3}
Task{id=679, arrivalTime=90, serviceTime=5}
Task{id=833, arrivalTime=90, serviceTime=3}
Task{id=915, arrivalTime=90, serviceTime=3}
Task{id=994, arrivalTime=90, serviceTime=7}
Task{id=160, arrivalTime=91, serviceTime=5}
Task{id=170, arrivalTime=91, serviceTime=5}
Task{id=223, arrivalTime=91, serviceTime=8}
Task{id=320, arrivalTime=91, serviceTime=3}
Task{id=407, arrivalTime=91, serviceTime=4}
Task{id=412, arrivalTime=91, serviceTime=4}
Task{id=685, arrivalTime=91, serviceTime=3}
Task{id=697, arrivalTime=91, serviceTime=3}
Task{id=996, arrivalTime=91, serviceTime=5}
Task{id=70, arrivalTime=92, serviceTime=4}
Task{id=75, arrivalTime=92, serviceTime=6}
Task{id=113, arrivalTime=92, serviceTime=5}
Task{id=154, arrivalTime=92, serviceTime=8}
Task{id=254, arrivalTime=92, serviceTime=8}
Task{id=316, arrivalTime=92, serviceTime=4}
Task{id=409, arrivalTime=92, serviceTime=4}
Task{id=479, arrivalTime=92, serviceTime=5}
Task{id=634, arrivalTime=92, serviceTime=3}
Task{id=846, arrivalTime=92, serviceTime=8}
Task{id=861, arrivalTime=92, serviceTime=4}
Task{id=873, arrivalTime=92, serviceTime=5}
Task{id=67, arrivalTime=93, serviceTime=5}
Task{id=217, arrivalTime=93, serviceTime=5}
Task{id=299, arrivalTime=93, serviceTime=3}
Task{id=325, arrivalTime=93, serviceTime=7}
Task{id=358, arrivalTime=93, serviceTime=3}
Task{id=478, arrivalTime=93, serviceTime=7}
Task{id=481, arrivalTime=93, serviceTime=5}
Task{id=483, arrivalTime=93, serviceTime=5}
Task{id=719, arrivalTime=93, serviceTime=4}
Task{id=851, arrivalTime=93, serviceTime=4}
Task{id=967, arrivalTime=93, serviceTime=4}
Task{id=68, arrivalTime=94, serviceTime=4}
Task{id=255, arrivalTime=94, serviceTime=4}
Task{id=269, arrivalTime=94, serviceTime=6}
Task{id=648, arrivalTime=94, serviceTime=3}
Task{id=812, arrivalTime=94, serviceTime=5}
Task{id=48, arrivalTime=95, serviceTime=6}
Task{id=138, arrivalTime=95, serviceTime=3}
Task{id=142, arrivalTime=95, serviceTime=7}
Task{id=266, arrivalTime=95, serviceTime=5}
Task{id=290, arrivalTime=95, serviceTime=8}
Task{id=411, arrivalTime=95, serviceTime=3}
Task{id=460, arrivalTime=95, serviceTime=4}
Task{id=612, arrivalTime=95, serviceTime=4}
Task{id=614, arrivalTime=95, serviceTime=5}
Task{id=766, arrivalTime=95, serviceTime=5}
Task{id=782, arrivalTime=95, serviceTime=6}
Task{id=817, arrivalTime=95, serviceTime=3}
Task{id=870, arrivalTime=95, serviceTime=7}
Task{id=942, arrivalTime=95, serviceTime=5}
Task{id=16, arrivalTime=96, serviceTime=5}
Task{id=382, arrivalTime=96, serviceTime=3}
Task{id=453, arrivalTime=96, serviceTime=5}
Task{id=841, arrivalTime=96, serviceTime=5}
Task{id=854, arrivalTime=96, serviceTime=3}
Task{id=895, arrivalTime=96, serviceTime=6}
Task{id=977, arrivalTime=96, serviceTime=5}
Task{id=997, arrivalTime=96, serviceTime=4}
Task{id=34, arrivalTime=97, serviceTime=3}
Task{id=135, arrivalTime=97, serviceTime=4}
Task{id=302, arrivalTime=97, serviceTime=4}
Task{id=336, arrivalTime=97, serviceTime=5}
Task{id=419, arrivalTime=97, serviceTime=3}
Task{id=461, arrivalTime=97, serviceTime=3}
Task{id=511, arrivalTime=97, serviceTime=6}
Task{id=541, arrivalTime=97, serviceTime=7}
Task{id=591, arrivalTime=97, serviceTime=6}
Task{id=624, arrivalTime=97, serviceTime=5}
Task{id=770, arrivalTime=97, serviceTime=5}
Task{id=922, arrivalTime=97, serviceTime=4}
Task{id=261, arrivalTime=98, serviceTime=4}
Task{id=445, arrivalTime=98, serviceTime=6}
Task{id=505, arrivalTime=98, serviceTime=5}
Task{id=595, arrivalTime=98, serviceTime=5}
Task{id=682, arrivalTime=98, serviceTime=4}
Task{id=843, arrivalTime=98, serviceTime=7}
Task{id=857, arrivalTime=98, serviceTime=7}
Task{id=889, arrivalTime=98, serviceTime=4}
Task{id=933, arrivalTime=98, serviceTime=6}
Task{id=275, arrivalTime=99, serviceTime=6}
Task{id=367, arrivalTime=99, serviceTime=5}
Task{id=395, arrivalTime=99, serviceTime=5}
Task{id=435, arrivalTime=99, serviceTime=3}
Task{id=474, arrivalTime=99, serviceTime=8}
Task{id=475, arrivalTime=99, serviceTime=4}
Task{id=606, arrivalTime=99, serviceTime=3}
Task{id=622, arrivalTime=99, serviceTime=4}
Task{id=730, arrivalTime=99, serviceTime=4}
Task{id=801, arrivalTime=99, serviceTime=3}
Task{id=831, arrivalTime=99, serviceTime=8}
Task{id=842, arrivalTime=99, serviceTime=5}
Task{id=936, arrivalTime=99, serviceTime=8}
Task{id=966, arrivalTime=99, serviceTime=4}
Queue: 1

Queue: 2

Queue: 3

Queue: 4

Queue: 5

Queue: 6

Queue: 7

Queue: 8

Queue: 9

Queue: 10

Queue: 11

Queue: 12

Queue: 13

Queue: 14

Queue: 15

Queue: 16

Queue: 17

Queue: 18

Queue: 19

Queue: 20

Current time: 6
Clientii ce asteapta: 
Task{id=38, arrivalTime=10, serviceTime=5}
Task{id=73, arrivalTime=10, serviceTime=5}
Task{id=105, arrivalTime=10, serviceTime=8}
Task{id=143, arrivalTime=10, serviceTime=4}
Task{id=155, arrivalTime=10, serviceTime=4}
Task{id=174, arrivalTime=10, serviceTime=6}
Task{id=270, arrivalTime=10, serviceTime=3}
Task{id=277, arrivalTime=10, serviceTime=8}
Task{id=296, arrivalTime=10, serviceTime=3}
Task{id=306, arrivalTime=10, serviceTime=3}
Task{id=341, arrivalTime=10, serviceTime=5}
Task{id=345, arrivalTime=10, serviceTime=3}
Task{id=364, arrivalTime=10, serviceTime=3}
Task{id=451, arrivalTime=10, serviceTime=4}
Task{id=523, arrivalTime=10, serviceTime=5}
Task{id=629, arrivalTime=10, serviceTime=8}
Task{id=672, arrivalTime=10, serviceTime=3}
Task{id=673, arrivalTime=10, serviceTime=5}
Task{id=711, arrivalTime=10, serviceTime=3}
Task{id=775, arrivalTime=10, serviceTime=8}
Task{id=862, arrivalTime=10, serviceTime=5}
Task{id=865, arrivalTime=10, serviceTime=4}
Task{id=21, arrivalTime=11, serviceTime=5}
Task{id=45, arrivalTime=11, serviceTime=5}
Task{id=109, arrivalTime=11, serviceTime=7}
Task{id=137, arrivalTime=11, serviceTime=8}
Task{id=294, arrivalTime=11, serviceTime=5}
Task{id=322, arrivalTime=11, serviceTime=7}
Task{id=331, arrivalTime=11, serviceTime=3}
Task{id=398, arrivalTime=11, serviceTime=6}
Task{id=508, arrivalTime=11, serviceTime=7}
Task{id=546, arrivalTime=11, serviceTime=3}
Task{id=558, arrivalTime=11, serviceTime=3}
Task{id=607, arrivalTime=11, serviceTime=5}
Task{id=636, arrivalTime=11, serviceTime=5}
Task{id=647, arrivalTime=11, serviceTime=5}
Task{id=752, arrivalTime=11, serviceTime=4}
Task{id=808, arrivalTime=11, serviceTime=3}
Task{id=818, arrivalTime=11, serviceTime=3}
Task{id=916, arrivalTime=11, serviceTime=5}
Task{id=929, arrivalTime=11, serviceTime=3}
Task{id=954, arrivalTime=11, serviceTime=8}
Task{id=991, arrivalTime=11, serviceTime=5}
Task{id=35, arrivalTime=12, serviceTime=6}
Task{id=50, arrivalTime=12, serviceTime=5}
Task{id=60, arrivalTime=12, serviceTime=5}
Task{id=64, arrivalTime=12, serviceTime=5}
Task{id=86, arrivalTime=12, serviceTime=8}
Task{id=150, arrivalTime=12, serviceTime=3}
Task{id=171, arrivalTime=12, serviceTime=7}
Task{id=209, arrivalTime=12, serviceTime=4}
Task{id=258, arrivalTime=12, serviceTime=5}
Task{id=328, arrivalTime=12, serviceTime=5}
Task{id=344, arrivalTime=12, serviceTime=8}
Task{id=348, arrivalTime=12, serviceTime=5}
Task{id=353, arrivalTime=12, serviceTime=8}
Task{id=376, arrivalTime=12, serviceTime=8}
Task{id=431, arrivalTime=12, serviceTime=4}
Task{id=497, arrivalTime=12, serviceTime=7}
Task{id=637, arrivalTime=12, serviceTime=3}
Task{id=651, arrivalTime=12, serviceTime=5}
Task{id=686, arrivalTime=12, serviceTime=5}
Task{id=692, arrivalTime=12, serviceTime=4}
Task{id=849, arrivalTime=12, serviceTime=5}
Task{id=876, arrivalTime=12, serviceTime=5}
Task{id=890, arrivalTime=12, serviceTime=4}
Task{id=919, arrivalTime=12, serviceTime=5}
Task{id=960, arrivalTime=12, serviceTime=8}
Task{id=982, arrivalTime=12, serviceTime=6}
Task{id=81, arrivalTime=13, serviceTime=6}
Task{id=156, arrivalTime=13, serviceTime=3}
Task{id=271, arrivalTime=13, serviceTime=3}
Task{id=340, arrivalTime=13, serviceTime=3}
Task{id=361, arrivalTime=13, serviceTime=5}
Task{id=503, arrivalTime=13, serviceTime=5}
Task{id=516, arrivalTime=13, serviceTime=3}
Task{id=548, arrivalTime=13, serviceTime=5}
Task{id=565, arrivalTime=13, serviceTime=7}
Task{id=799, arrivalTime=13, serviceTime=3}
Task{id=815, arrivalTime=13, serviceTime=8}
Task{id=836, arrivalTime=13, serviceTime=4}
Task{id=896, arrivalTime=13, serviceTime=4}
Task{id=958, arrivalTime=13, serviceTime=5}
Task{id=18, arrivalTime=14, serviceTime=8}
Task{id=132, arrivalTime=14, serviceTime=3}
Task{id=253, arrivalTime=14, serviceTime=3}
Task{id=260, arrivalTime=14, serviceTime=4}
Task{id=324, arrivalTime=14, serviceTime=5}
Task{id=443, arrivalTime=14, serviceTime=4}
Task{id=472, arrivalTime=14, serviceTime=6}
Task{id=518, arrivalTime=14, serviceTime=3}
Task{id=536, arrivalTime=14, serviceTime=5}
Task{id=602, arrivalTime=14, serviceTime=4}
Task{id=644, arrivalTime=14, serviceTime=6}
Task{id=704, arrivalTime=14, serviceTime=4}
Task{id=765, arrivalTime=14, serviceTime=3}
Task{id=807, arrivalTime=14, serviceTime=3}
Task{id=928, arrivalTime=14, serviceTime=8}
Task{id=17, arrivalTime=15, serviceTime=6}
Task{id=42, arrivalTime=15, serviceTime=5}
Task{id=44, arrivalTime=15, serviceTime=3}
Task{id=47, arrivalTime=15, serviceTime=6}
Task{id=173, arrivalTime=15, serviceTime=4}
Task{id=198, arrivalTime=15, serviceTime=8}
Task{id=220, arrivalTime=15, serviceTime=5}
Task{id=227, arrivalTime=15, serviceTime=3}
Task{id=234, arrivalTime=15, serviceTime=5}
Task{id=249, arrivalTime=15, serviceTime=6}
Task{id=447, arrivalTime=15, serviceTime=7}
Task{id=559, arrivalTime=15, serviceTime=4}
Task{id=610, arrivalTime=15, serviceTime=6}
Task{id=650, arrivalTime=15, serviceTime=8}
Task{id=671, arrivalTime=15, serviceTime=4}
Task{id=907, arrivalTime=15, serviceTime=4}
Task{id=969, arrivalTime=15, serviceTime=6}
Task{id=984, arrivalTime=15, serviceTime=3}
Task{id=210, arrivalTime=16, serviceTime=3}
Task{id=298, arrivalTime=16, serviceTime=5}
Task{id=307, arrivalTime=16, serviceTime=5}
Task{id=321, arrivalTime=16, serviceTime=3}
Task{id=372, arrivalTime=16, serviceTime=3}
Task{id=517, arrivalTime=16, serviceTime=3}
Task{id=550, arrivalTime=16, serviceTime=5}
Task{id=570, arrivalTime=16, serviceTime=3}
Task{id=718, arrivalTime=16, serviceTime=4}
Task{id=761, arrivalTime=16, serviceTime=4}
Task{id=773, arrivalTime=16, serviceTime=4}
Task{id=784, arrivalTime=16, serviceTime=6}
Task{id=816, arrivalTime=16, serviceTime=6}
Task{id=850, arrivalTime=16, serviceTime=8}
Task{id=874, arrivalTime=16, serviceTime=5}
Task{id=981, arrivalTime=16, serviceTime=3}
Task{id=43, arrivalTime=17, serviceTime=5}
Task{id=83, arrivalTime=17, serviceTime=5}
Task{id=222, arrivalTime=17, serviceTime=5}
Task{id=231, arrivalTime=17, serviceTime=4}
Task{id=250, arrivalTime=17, serviceTime=6}
Task{id=416, arrivalTime=17, serviceTime=7}
Task{id=476, arrivalTime=17, serviceTime=5}
Task{id=485, arrivalTime=17, serviceTime=4}
Task{id=494, arrivalTime=17, serviceTime=7}
Task{id=528, arrivalTime=17, serviceTime=7}
Task{id=585, arrivalTime=17, serviceTime=4}
Task{id=655, arrivalTime=17, serviceTime=3}
Task{id=731, arrivalTime=17, serviceTime=4}
Task{id=733, arrivalTime=17, serviceTime=4}
Task{id=742, arrivalTime=17, serviceTime=5}
Task{id=811, arrivalTime=17, serviceTime=6}
Task{id=824, arrivalTime=17, serviceTime=5}
Task{id=887, arrivalTime=17, serviceTime=5}
Task{id=912, arrivalTime=17, serviceTime=7}
Task{id=952, arrivalTime=17, serviceTime=4}
Task{id=972, arrivalTime=17, serviceTime=7}
Task{id=4, arrivalTime=18, serviceTime=4}
Task{id=27, arrivalTime=18, serviceTime=6}
Task{id=31, arrivalTime=18, serviceTime=3}
Task{id=71, arrivalTime=18, serviceTime=6}
Task{id=187, arrivalTime=18, serviceTime=3}
Task{id=228, arrivalTime=18, serviceTime=4}
Task{id=235, arrivalTime=18, serviceTime=4}
Task{id=256, arrivalTime=18, serviceTime=8}
Task{id=285, arrivalTime=18, serviceTime=4}
Task{id=286, arrivalTime=18, serviceTime=5}
Task{id=357, arrivalTime=18, serviceTime=3}
Task{id=430, arrivalTime=18, serviceTime=5}
Task{id=463, arrivalTime=18, serviceTime=4}
Task{id=507, arrivalTime=18, serviceTime=8}
Task{id=524, arrivalTime=18, serviceTime=8}
Task{id=526, arrivalTime=18, serviceTime=5}
Task{id=554, arrivalTime=18, serviceTime=5}
Task{id=603, arrivalTime=18, serviceTime=8}
Task{id=828, arrivalTime=18, serviceTime=7}
Task{id=906, arrivalTime=18, serviceTime=4}
Task{id=934, arrivalTime=18, serviceTime=3}
Task{id=941, arrivalTime=18, serviceTime=8}
Task{id=968, arrivalTime=18, serviceTime=6}
Task{id=980, arrivalTime=18, serviceTime=4}
Task{id=13, arrivalTime=19, serviceTime=8}
Task{id=79, arrivalTime=19, serviceTime=3}
Task{id=115, arrivalTime=19, serviceTime=3}
Task{id=124, arrivalTime=19, serviceTime=3}
Task{id=179, arrivalTime=19, serviceTime=5}
Task{id=248, arrivalTime=19, serviceTime=8}
Task{id=347, arrivalTime=19, serviceTime=7}
Task{id=351, arrivalTime=19, serviceTime=3}
Task{id=362, arrivalTime=19, serviceTime=3}
Task{id=374, arrivalTime=19, serviceTime=7}
Task{id=404, arrivalTime=19, serviceTime=7}
Task{id=413, arrivalTime=19, serviceTime=5}
Task{id=427, arrivalTime=19, serviceTime=4}
Task{id=465, arrivalTime=19, serviceTime=4}
Task{id=530, arrivalTime=19, serviceTime=6}
Task{id=534, arrivalTime=19, serviceTime=4}
Task{id=661, arrivalTime=19, serviceTime=7}
Task{id=743, arrivalTime=19, serviceTime=8}
Task{id=871, arrivalTime=19, serviceTime=8}
Task{id=894, arrivalTime=19, serviceTime=8}
Task{id=921, arrivalTime=19, serviceTime=4}
Task{id=283, arrivalTime=20, serviceTime=4}
Task{id=371, arrivalTime=20, serviceTime=4}
Task{id=383, arrivalTime=20, serviceTime=3}
Task{id=473, arrivalTime=20, serviceTime=4}
Task{id=543, arrivalTime=20, serviceTime=6}
Task{id=544, arrivalTime=20, serviceTime=4}
Task{id=649, arrivalTime=20, serviceTime=7}
Task{id=708, arrivalTime=20, serviceTime=7}
Task{id=840, arrivalTime=20, serviceTime=4}
Task{id=84, arrivalTime=21, serviceTime=6}
Task{id=99, arrivalTime=21, serviceTime=5}
Task{id=139, arrivalTime=21, serviceTime=3}
Task{id=207, arrivalTime=21, serviceTime=8}
Task{id=319, arrivalTime=21, serviceTime=6}
Task{id=346, arrivalTime=21, serviceTime=6}
Task{id=363, arrivalTime=21, serviceTime=3}
Task{id=384, arrivalTime=21, serviceTime=4}
Task{id=571, arrivalTime=21, serviceTime=5}
Task{id=653, arrivalTime=21, serviceTime=3}
Task{id=875, arrivalTime=21, serviceTime=6}
Task{id=88, arrivalTime=22, serviceTime=4}
Task{id=166, arrivalTime=22, serviceTime=8}
Task{id=180, arrivalTime=22, serviceTime=3}
Task{id=564, arrivalTime=22, serviceTime=3}
Task{id=627, arrivalTime=22, serviceTime=3}
Task{id=667, arrivalTime=22, serviceTime=3}
Task{id=668, arrivalTime=22, serviceTime=4}
Task{id=723, arrivalTime=22, serviceTime=5}
Task{id=847, arrivalTime=22, serviceTime=3}
Task{id=964, arrivalTime=22, serviceTime=3}
Task{id=146, arrivalTime=23, serviceTime=5}
Task{id=149, arrivalTime=23, serviceTime=3}
Task{id=499, arrivalTime=23, serviceTime=5}
Task{id=533, arrivalTime=23, serviceTime=8}
Task{id=582, arrivalTime=23, serviceTime=4}
Task{id=621, arrivalTime=23, serviceTime=7}
Task{id=645, arrivalTime=23, serviceTime=4}
Task{id=706, arrivalTime=23, serviceTime=5}
Task{id=813, arrivalTime=23, serviceTime=8}
Task{id=856, arrivalTime=23, serviceTime=3}
Task{id=882, arrivalTime=23, serviceTime=6}
Task{id=925, arrivalTime=23, serviceTime=3}
Task{id=134, arrivalTime=24, serviceTime=3}
Task{id=236, arrivalTime=24, serviceTime=4}
Task{id=379, arrivalTime=24, serviceTime=5}
Task{id=393, arrivalTime=24, serviceTime=5}
Task{id=417, arrivalTime=24, serviceTime=3}
Task{id=422, arrivalTime=24, serviceTime=5}
Task{id=738, arrivalTime=24, serviceTime=3}
Task{id=759, arrivalTime=24, serviceTime=4}
Task{id=763, arrivalTime=24, serviceTime=7}
Task{id=809, arrivalTime=24, serviceTime=3}
Task{id=821, arrivalTime=24, serviceTime=5}
Task{id=910, arrivalTime=24, serviceTime=4}
Task{id=111, arrivalTime=25, serviceTime=8}
Task{id=197, arrivalTime=25, serviceTime=5}
Task{id=240, arrivalTime=25, serviceTime=4}
Task{id=289, arrivalTime=25, serviceTime=6}
Task{id=314, arrivalTime=25, serviceTime=6}
Task{id=498, arrivalTime=25, serviceTime=5}
Task{id=562, arrivalTime=25, serviceTime=4}
Task{id=735, arrivalTime=25, serviceTime=4}
Task{id=739, arrivalTime=25, serviceTime=6}
Task{id=830, arrivalTime=25, serviceTime=4}
Task{id=955, arrivalTime=25, serviceTime=4}
Task{id=108, arrivalTime=26, serviceTime=6}
Task{id=317, arrivalTime=26, serviceTime=5}
Task{id=500, arrivalTime=26, serviceTime=7}
Task{id=506, arrivalTime=26, serviceTime=5}
Task{id=568, arrivalTime=26, serviceTime=4}
Task{id=586, arrivalTime=26, serviceTime=3}
Task{id=722, arrivalTime=26, serviceTime=3}
Task{id=760, arrivalTime=26, serviceTime=5}
Task{id=771, arrivalTime=26, serviceTime=3}
Task{id=945, arrivalTime=26, serviceTime=4}
Task{id=990, arrivalTime=26, serviceTime=8}
Task{id=168, arrivalTime=27, serviceTime=8}
Task{id=201, arrivalTime=27, serviceTime=6}
Task{id=225, arrivalTime=27, serviceTime=5}
Task{id=305, arrivalTime=27, serviceTime=4}
Task{id=386, arrivalTime=27, serviceTime=7}
Task{id=555, arrivalTime=27, serviceTime=6}
Task{id=609, arrivalTime=27, serviceTime=8}
Task{id=664, arrivalTime=27, serviceTime=5}
Task{id=701, arrivalTime=27, serviceTime=5}
Task{id=788, arrivalTime=27, serviceTime=5}
Task{id=800, arrivalTime=27, serviceTime=5}
Task{id=802, arrivalTime=27, serviceTime=5}
Task{id=1, arrivalTime=28, serviceTime=5}
Task{id=56, arrivalTime=28, serviceTime=6}
Task{id=126, arrivalTime=28, serviceTime=8}
Task{id=274, arrivalTime=28, serviceTime=3}
Task{id=397, arrivalTime=28, serviceTime=5}
Task{id=401, arrivalTime=28, serviceTime=5}
Task{id=458, arrivalTime=28, serviceTime=3}
Task{id=477, arrivalTime=28, serviceTime=7}
Task{id=628, arrivalTime=28, serviceTime=8}
Task{id=720, arrivalTime=28, serviceTime=8}
Task{id=905, arrivalTime=28, serviceTime=3}
Task{id=948, arrivalTime=28, serviceTime=7}
Task{id=962, arrivalTime=28, serviceTime=6}
Task{id=985, arrivalTime=28, serviceTime=8}
Task{id=46, arrivalTime=29, serviceTime=6}
Task{id=165, arrivalTime=29, serviceTime=5}
Task{id=288, arrivalTime=29, serviceTime=3}
Task{id=293, arrivalTime=29, serviceTime=4}
Task{id=303, arrivalTime=29, serviceTime=3}
Task{id=352, arrivalTime=29, serviceTime=5}
Task{id=433, arrivalTime=29, serviceTime=3}
Task{id=502, arrivalTime=29, serviceTime=5}
Task{id=589, arrivalTime=29, serviceTime=7}
Task{id=717, arrivalTime=29, serviceTime=6}
Task{id=793, arrivalTime=29, serviceTime=4}
Task{id=829, arrivalTime=29, serviceTime=6}
Task{id=944, arrivalTime=29, serviceTime=6}
Task{id=989, arrivalTime=29, serviceTime=4}
Task{id=36, arrivalTime=30, serviceTime=3}
Task{id=131, arrivalTime=30, serviceTime=6}
Task{id=159, arrivalTime=30, serviceTime=3}
Task{id=169, arrivalTime=30, serviceTime=5}
Task{id=175, arrivalTime=30, serviceTime=6}
Task{id=216, arrivalTime=30, serviceTime=5}
Task{id=356, arrivalTime=30, serviceTime=3}
Task{id=448, arrivalTime=30, serviceTime=5}
Task{id=457, arrivalTime=30, serviceTime=4}
Task{id=639, arrivalTime=30, serviceTime=5}
Task{id=698, arrivalTime=30, serviceTime=6}
Task{id=789, arrivalTime=30, serviceTime=6}
Task{id=901, arrivalTime=30, serviceTime=7}
Task{id=902, arrivalTime=30, serviceTime=5}
Task{id=39, arrivalTime=31, serviceTime=5}
Task{id=40, arrivalTime=31, serviceTime=6}
Task{id=172, arrivalTime=31, serviceTime=5}
Task{id=242, arrivalTime=31, serviceTime=5}
Task{id=487, arrivalTime=31, serviceTime=7}
